Year,CommodityProduct,CommodityProduct Label,Prices,Prices Footnote
2015,030613.01,"Shrimps, brown, no. 1, shell-on, headless, Mexico ($/kg)",13.21,
2015,080300.01,"Bananas, Central and South America, FOT, US import price ($/kg)",0.95,
2015,080300.02,"Bananas, Central America, Main Brands (average of US East and West Coast prices), FOR (US$/kg)",0.98,
2015,090100.01,"Coffee, Colombian mild Arabicas, ex-dock US (¢/lb.)",149.87,
2015,090100.02,"Coffee, Brazilian and other natural Arabicas, ex-dock USA (¢/lb.)",123.09,
2015,090100.03,"Coffee, other mild Arabicas, ex-dock US (¢/lb.)",160.53,
2015,090100.04,"Coffee, other mild Arabicas, ex-dock EU (¢/lb.)",159.53,
2015,090100.05,"Coffee, Robustas, ex-dock US (¢/lb.)",94.2,
2015,090100.06,"Coffee, Robustas, ex-dock EU (¢/lb.)",86.84,
2015,090200.01,"Tea, Kenya Mombasa/Nairobi, auction price ($/kg)",2.96,
2015,100100.01,"Wheat, United States, n° 2 Hard Red Winter (ordinary), FOB Gulf ($/t)",232.3,
2015,100100.02,"Wheat, Argentina, Trigo Pan, Up River, FOB ($/t)",225.16,
2015,100500.01,"Maize, Argentina, Rosario, Up River, FOB ($/t)",169.24,
2015,100500.02,"Maize, United States, n° 3 yellow, FOB Gulf ($/t)",175.51,
2015,100600.01,"Rice, Thailand, white milled, 5% broken, export price, FOB ($/t)",386,
2015,120100.01,"Soybeans, in bulk, United States, n° 2 yellow, CIF Rotterdam ($/t)",392.12,
2015,120810.01,"Soybean meal, in bulk, 45/46% protein, Hamburg FOB ex-mill ($/t)",389.45,
2015,150710.01,"Soybean oil, in bulk, Netherlands, FOB ex-mill ($/t)",755.63,
2015,150810.01,"Groundnut oil, in bulk, any origin, CIF Rotterdam ($/t)",1377.95,
2015,151110.01,"Palm oil, in bulk, Malaysia/Indonesia, 5% FFA, CIF ($/t)",663.39,
2015,151211.01,"Sunflower oil, in bulk, European Union, FOB N.W. European ports ($/t)",888.47,
2015,151311.01,"Coconut oil, in bulk, Philippines/Indonesia, CIF Rotterdam ($/t)",1103.51,
2015,151321.01,"Palm kernel oil, in bulk, Malaysia/Indonesia, CIF Rotterdam ($/t)",903.34,
2015,170100.01,"Sugar, average of I.S.A. daily prices, FOB & Stowed, in bulk, Caribbean ports (¢/lb.)",13.43,
2015,180100.01,"Cocoa beans, average daily prices New York/London (¢/lb.)",142.18,
2015,230120.01,"Fish meal, in bulk, 64/65% protein, FCA, Bremen ($/t)",1554.18,
2015,240100.01,"Tobacco, unmanufactured, US import unit value  ($/t)",4906.2,
2015,251000.01,"Phosphate rock, Khouribga, 70% BPL, contract, FAS Casablanca ($/t)",120.31,
2015,260800.02,"Zinc, Prime Western, delivered, North America (¢/lb.)",95.54,
2015,270900.01,"Crude oil, UK Brent, light blend API 38°, spot price, FOB UK ports ($/barrel)",52.37,
2015,270900.02,"Crude oil, Dubai, medium, Fateh API 32°, spot price, FOB Dubai ($/barrel)",51.17,
2015,271100.01,"Natural gas, index, Europe, United States and Japan (2010=100)",71.57,
2015,400100.01,"Rubber, TSR 20, New York CIF ($/t)",1609.87,
2015,400100.02,"Rubber, RSS n°3, Singapore Commodity Exchange, 1st contract (¢/kg)",157.13,
2015,410100.01,"Cattle hides, US Chicago packer's heavy native steers, FOB shipping point (¢/lb.)",87.59,
2015,440122.01,"Non-coniferous woods, UK import price index, dollar equivalent (2010=100)",92,
2015,440300.01,"Tropical logs, Sapele, high quality (loyal and marchand), FOB, Cameroon ($/m3)",388.57,
2015,440300.02,"Tropical logs, Okoume (60% CI, 40% CE, 20% CS), West Africa, FOB ($/m3)",274.7,
2015,440700.01,"Sawnwood, Dark Red Meranti, Malaysia, CFR plus commission, UK ($/m3)",833.25,
2015,441200.01,"Plywood, Africa & SE Asia, Lauan, 3-ply, 91cmx182cmx4mm, wholesale Tokyo (¢/sheet)",451.24,
2015,510100.01,"Fine wool, 19 micron, Australia ($/t)",10057.53,
2015,510100.02,"Coarse wool, 23 micron, AWEX auction price, Australia ($/t)",9228.33,
2015,510100.03,"Fine wool, 19 Micron, AWEX auction price, Australia ($/t)",10015.4,
2015,530300.01,"Jute, Bangladesh, BWD, FOB Mongla ($/t)",732.5,
2015,530500.01,"Sisal, Tanzania/Kenya, n° 2 & 3 long, FOB ($/t)",2132.91,
2015,530500.02,"Sisal, Tanzania/Kenya, n° 3 & UG, FOB ($/t)",2009.58,
2016,020100.01,"Beef, Australia/New Zealand, frozen, CIF US ports ($/kg)",4.06,
2016,030212.01,"Salmon, fresh, fish-farm bred, export price, Norway ($/kg)",7.17,
2016,030613.01,"Shrimps, brown, no. 1, shell-on, headless, Mexico ($/kg)",11.21,
2016,080300.01,"Bananas, Central and South America, FOT, US import price ($/kg)",1,
2016,080300.02,"Bananas, Central America, Main Brands (average of US East and West Coast prices), FOR (US$/kg)",0.94,
2016,090100.01,"Coffee, Colombian mild Arabicas, ex-dock US (¢/lb.)",155.52,
2016,090100.02,"Coffee, Brazilian and other natural Arabicas, ex-dock USA (¢/lb.)",124.1,
2016,090100.03,"Coffee, other mild Arabicas, ex-dock US (¢/lb.)",164.56,
2016,090100.04,"Coffee, other mild Arabicas, ex-dock EU (¢/lb.)",163.41,
2016,090100.05,"Coffee, Robustas, ex-dock US (¢/lb.)",94.24,
2016,090100.06,"Coffee, Robustas, ex-dock EU (¢/lb.)",87.42,
2016,090200.01,"Tea, Kenya Mombasa/Nairobi, auction price ($/kg)",2.42,
2016,100100.01,"Wheat, United States, n° 2 Hard Red Winter (ordinary), FOB Gulf ($/t)",196.42,
2016,100100.02,"Wheat, Argentina, Trigo Pan, Up River, FOB ($/t)",195.33,
2016,100500.01,"Maize, Argentina, Rosario, Up River, FOB ($/t)",175.41,
2016,100500.02,"Maize, United States, n° 3 yellow, FOB Gulf ($/t)",168.21,
2016,100600.01,"Rice, Thailand, white milled, 5% broken, export price, FOB ($/t)",396.16,
2016,120100.01,"Soybeans, in bulk, United States, n° 2 yellow, CIF Rotterdam ($/t)",405.44,
2016,120810.01,"Soybean meal, in bulk, 45/46% protein, Hamburg FOB ex-mill ($/t)",374.66,
2016,150710.01,"Soybean oil, in bulk, Netherlands, FOB ex-mill ($/t)",814.99,
2016,150810.01,"Groundnut oil, in bulk, any origin, CIF Rotterdam ($/t)",1380.63,
2016,151110.01,"Palm oil, in bulk, Malaysia/Indonesia, 5% FFA, CIF ($/t)",735.7,
2016,151211.01,"Sunflower oil, in bulk, European Union, FOB N.W. European ports ($/t)",867.32,
2016,151311.01,"Coconut oil, in bulk, Philippines/Indonesia, CIF Rotterdam ($/t)",1481.77,
2016,151321.01,"Palm kernel oil, in bulk, Malaysia/Indonesia, CIF Rotterdam ($/t)",1301.31,
2016,170100.01,"Sugar, average of I.S.A. daily prices, FOB & Stowed, in bulk, Caribbean ports (¢/lb.)",18.06,
2016,180100.01,"Cocoa beans, average daily prices New York/London (¢/lb.)",131.18,
2016,230120.01,"Fish meal, in bulk, 64/65% protein, FCA, Bremen ($/t)",1490.63,
2016,240100.01,"Tobacco, unmanufactured, US import unit value  ($/t)",4766.08,
2016,251000.01,"Phosphate rock, Khouribga, 70% BPL, contract, FAS Casablanca ($/t)",110.45,
2016,260800.02,"Zinc, Prime Western, delivered, North America (¢/lb.)",101.36,
2016,270900.01,"Crude oil, UK Brent, light blend API 38°, spot price, FOB UK ports ($/barrel)",44.04,
2016,270900.02,"Crude oil, Dubai, medium, Fateh API 32°, spot price, FOB Dubai ($/barrel)",41.2,
2016,271100.01,"Natural gas, index, Europe, United States and Japan (2010=100)",56.95,
2016,400100.01,"Rubber, TSR 20, New York CIF ($/t)",1532.82,
2016,400100.02,"Rubber, RSS n°3, Singapore Commodity Exchange, 1st contract (¢/kg)",160.51,
2016,410100.01,"Cattle hides, US Chicago packer's heavy native steers, FOB shipping point (¢/lb.)",71.07,
2016,410100.02,"Cattle hides, heavy native steer, plant value, FOB ($/piece)",74.21,
2016,440122.01,"Non-coniferous woods, UK import price index, dollar equivalent (2010=100)",92.62,
2016,440300.01,"Tropical logs, Sapele, high quality (loyal and marchand), FOB, Cameroon ($/m3)",387.4,
2016,440300.02,"Tropical logs, Okoume (60% CI, 40% CE, 20% CS), West Africa, FOB ($/m3)",227.03,
2016,440700.01,"Sawnwood, Dark Red Meranti, Malaysia, CFR plus commission, UK ($/m3)",738.87,
2016,441200.01,"Plywood, Africa & SE Asia, Lauan, 3-ply, 91cmx182cmx4mm, wholesale Tokyo (¢/sheet)",503.26,
2016,510100.01,"Fine wool, 19 micron, Australia ($/t)",11121.74,
2016,510100.02,"Coarse wool, 23 micron, AWEX auction price, Australia ($/t)",10161.5,
2016,510100.03,"Fine wool, 19 Micron, AWEX auction price, Australia ($/t)",11111.71,
2016,530300.01,"Jute, Bangladesh, BWD, FOB Mongla ($/t)",784.16,
2016,530500.01,"Sisal, Tanzania/Kenya, n° 2 & 3 long, FOB ($/t)",2290.41,
2016,530500.02,"Sisal, Tanzania/Kenya, n° 3 & UG, FOB ($/t)",2131.66,
2017,020100.01,"Beef, Australia/New Zealand, frozen, CIF US ports ($/kg)",4.38,
2017,030212.01,"Salmon, fresh, fish-farm bred, export price, Norway ($/kg)",7.42,
2017,030613.01,"Shrimps, brown, no. 1, shell-on, headless, Mexico ($/kg)",13.31,
2017,080300.01,"Bananas, Central and South America, FOT, US import price ($/kg)",1.07,
2017,080300.02,"Bananas, Central America, Main Brands (average of US East and West Coast prices), FOR (US$/kg)",0.93,
2017,090100.01,"Coffee, Colombian mild Arabicas, ex-dock US (¢/lb.)",154.08,
2017,090100.02,"Coffee, Brazilian and other natural Arabicas, ex-dock USA (¢/lb.)",126.55,
2017,090100.03,"Coffee, other mild Arabicas, ex-dock US (¢/lb.)",152.42,
2017,090100.04,"Coffee, other mild Arabicas, ex-dock EU (¢/lb.)",149.51,
2017,090100.05,"Coffee, Robustas, ex-dock US (¢/lb.)",104.08,
2017,090100.06,"Coffee, Robustas, ex-dock EU (¢/lb.)",100.27,
2017,090200.01,"Tea, Kenya Mombasa/Nairobi, auction price ($/kg)",2.97,
2017,100100.01,"Wheat, United States, n° 2 Hard Red Winter (ordinary), FOB Gulf ($/t)",211.83,
2017,100100.02,"Wheat, Argentina, Trigo Pan, Up River, FOB ($/t)",186.13,
2017,100500.01,"Maize, Argentina, Rosario, Up River, FOB ($/t)",159.61,
2017,100500.02,"Maize, United States, n° 3 yellow, FOB Gulf ($/t)",160.81,
2017,100600.01,"Rice, Thailand, white milled, 5% broken, export price, FOB ($/t)",398.91,
2017,120100.01,"Soybeans, in bulk, United States, n° 2 yellow, CIF Rotterdam ($/t)",393.37,
2017,120810.01,"Soybean meal, in bulk, 45/46% protein, Hamburg FOB ex-mill ($/t)",350.24,
2017,150710.01,"Soybean oil, in bulk, Netherlands, FOB ex-mill ($/t)",850.39,
2017,150810.01,"Groundnut oil, in bulk, any origin, CIF Rotterdam ($/t)",1460.79,
2017,151110.01,"Palm oil, in bulk, Malaysia/Indonesia, 5% FFA, CIF ($/t)",750.81,
2017,151211.01,"Sunflower oil, in bulk, European Union, FOB N.W. European ports ($/t)",817.88,
2017,151311.01,"Coconut oil, in bulk, Philippines/Indonesia, CIF Rotterdam ($/t)",1650.65,
2017,151321.01,"Palm kernel oil, in bulk, Malaysia/Indonesia, CIF Rotterdam ($/t)",1288.46,
2017,170100.01,"Sugar, average of I.S.A. daily prices, FOB & Stowed, in bulk, Caribbean ports (¢/lb.)",16.01,
2017,180100.01,"Cocoa beans, average daily prices New York/London (¢/lb.)",92.03,
2017,230120.01,"Fish meal, in bulk, 64/65% protein, FCA, Bremen ($/t)",1366.96,
2017,240100.01,"Tobacco, unmanufactured, US import unit value  ($/t)",4627.35,
2017,251000.01,"Phosphate rock, Khouribga, 70% BPL, contract, FAS Casablanca ($/t)",89.68,
2017,260800.02,"Zinc, Prime Western, delivered, North America (¢/lb.)",139.28,
2017,270900.01,"Crude oil, UK Brent, light blend API 38°, spot price, FOB UK ports ($/barrel)",54.39,
2017,270900.02,"Crude oil, Dubai, medium, Fateh API 32°, spot price, FOB Dubai ($/barrel)",53.11,
2017,271100.01,"Natural gas, index, Europe, United States and Japan (2010=100)",69.06,
2017,400100.01,"Rubber, TSR 20, New York CIF ($/t)",1843.8,
2017,400100.02,"Rubber, RSS n°3, Singapore Commodity Exchange, 1st contract (¢/kg)",199.54,
2017,410100.02,"Cattle hides, heavy native steer, plant value, FOB ($/piece)",68.07,
2017,440122.01,"Non-coniferous woods, UK import price index, dollar equivalent (2010=100)",104.15,
2017,440300.01,"Tropical logs, Sapele, high quality (loyal and marchand), FOB, Cameroon ($/m3)",395.22,
2017,440300.02,"Tropical logs, Okoume (60% CI, 40% CE, 20% CS), West Africa, FOB ($/m3)",266.19,
2017,440700.01,"Sawnwood, Dark Red Meranti, Malaysia, CFR plus commission, UK ($/m3)",702.1,
2017,441200.01,"Plywood, Africa & SE Asia, Lauan, 3-ply, 91cmx182cmx4mm, wholesale Tokyo (¢/sheet)",486.85,
2017,510100.02,"Coarse wool, 23 micron, AWEX auction price, Australia ($/t)",10893.95,
2017,510100.03,"Fine wool, 19 Micron, AWEX auction price, Australia ($/t)",14334.46,
2017,530300.01,"Jute, Bangladesh, BWD, FOB Mongla ($/t)",672.5,
2017,530500.01,"Sisal, Tanzania/Kenya, n° 2 & 3 long, FOB ($/t)",2039.58,
2017,530500.02,"Sisal, Tanzania/Kenya, n° 3 & UG, FOB ($/t)",1802.08,
2018,020100.01,"Beef, Australia/New Zealand, frozen, CIF US ports ($/kg)",4.19,
2018,030212.01,"Salmon, fresh, fish-farm bred, export price, Norway ($/kg)",7.54,
2018,030613.01,"Shrimps, brown, no. 1, shell-on, headless, Mexico ($/kg)",12.23,
2018,080300.01,"Bananas, Central and South America, FOT, US import price ($/kg)",1.14,
2018,090100.01,"Coffee, Colombian mild Arabicas, ex-dock US (¢/lb.)",139.59,
2018,090100.02,"Coffee, Brazilian and other natural Arabicas, ex-dock USA (¢/lb.)",109.58,
2018,090100.03,"Coffee, other mild Arabicas, ex-dock US (¢/lb.)",137.39,
2018,090100.04,"Coffee, other mild Arabicas, ex-dock EU (¢/lb.)",129.1,
2018,090100.05,"Coffee, Robustas, ex-dock US (¢/lb.)",88.32,
2018,090100.06,"Coffee, Robustas, ex-dock EU (¢/lb.)",84.02,
2018,090200.01,"Tea, Kenya Mombasa/Nairobi, auction price ($/kg)",2.58,
2018,100100.01,"Wheat, United States, n° 2 Hard Red Winter (ordinary), FOB Gulf ($/t)",241.06,
2018,100100.02,"Wheat, Argentina, Trigo Pan, Up River, FOB ($/t)",228.59,
2018,100500.01,"Maize, Argentina, Rosario, Up River, FOB ($/t)",172.24,
2018,100500.02,"Maize, United States, n° 3 yellow, FOB Gulf ($/t)",172.36,
2018,100600.01,"Rice, Thailand, white milled, 5% broken, export price, FOB ($/t)",420.66,
2018,120100.01,"Soybeans, in bulk, United States, n° 2 yellow, CIF Rotterdam ($/t)",394.42,
2018,120810.01,"Soybean meal, in bulk, 45/46% protein, Hamburg FOB ex-mill ($/t)",405.22,
2018,150710.01,"Soybean oil, in bulk, Netherlands, FOB ex-mill ($/t)",789.11,
2018,150810.01,"Groundnut oil, in bulk, any origin, CIF Rotterdam ($/t)",1446.04,
2018,151110.01,"Palm oil, in bulk, Malaysia/Indonesia, 5% FFA, CIF ($/t)",638.65,
2018,151211.01,"Sunflower oil, in bulk, European Union, FOB N.W. European ports ($/t)",765.49,
2018,151311.01,"Coconut oil, in bulk, Philippines/Indonesia, CIF Rotterdam ($/t)",996.77,
2018,151321.01,"Palm kernel oil, in bulk, Malaysia/Indonesia, CIF Rotterdam ($/t)",926.47,
2018,170100.01,"Sugar, average of I.S.A. daily prices, FOB & Stowed, in bulk, Caribbean ports (¢/lb.)",12.55,
2018,180100.01,"Cocoa beans, average daily prices New York/London (¢/lb.)",104.04,
2018,230120.01,"Fish meal, in bulk, 64/65% protein, FCA, Bremen ($/t)",1525.1,
2018,240100.01,"Tobacco, unmanufactured, US import unit value  ($/t)",4865.95,
2018,251000.01,"Phosphate rock, Khouribga, 70% BPL, contract, FAS Casablanca ($/t)",87.9,
2018,260800.02,"Zinc, Prime Western, delivered, North America (¢/lb.)",141.04,
2018,270900.01,"Crude oil, UK Brent, light blend API 38°, spot price, FOB UK ports ($/barrel)",71.07,
2018,270900.02,"Crude oil, Dubai, medium, Fateh API 32°, spot price, FOB Dubai ($/barrel)",69.15,
2018,271100.01,"Natural gas, index, Europe, United States and Japan (2010=100)",81.93,
2018,400100.01,"Rubber, TSR 20, New York CIF ($/t)",1614.48,
2018,400100.02,"Rubber, RSS n°3, Singapore Commodity Exchange, 1st contract (¢/kg)",156.53,
2018,410100.02,"Cattle hides, heavy native steer, plant value, FOB ($/piece)",57.82,
2018,440122.01,"Non-coniferous woods, UK import price index, dollar equivalent (2010=100)",118.19,
2018,440300.01,"Tropical logs, Sapele, high quality (loyal and marchand), FOB, Cameroon ($/m3)",413.54,
2018,440300.02,"Tropical logs, Okoume (60% CI, 40% CE, 20% CS), West Africa, FOB ($/m3)",290.3,
2018,440700.01,"Sawnwood, Dark Red Meranti, Malaysia, CFR plus commission, UK ($/m3)",727.94,
2018,441200.01,"Plywood, Africa & SE Asia, Lauan, 3-ply, 91cmx182cmx4mm, wholesale Tokyo (¢/sheet)",494.69,
2018,510100.02,"Coarse wool, 23 micron, AWEX auction price, Australia ($/t)",15150.67,
2018,510100.03,"Fine wool, 19 Micron, AWEX auction price, Australia ($/t)",16593.61,
2018,530300.01,"Jute, Bangladesh, BWD, FOB Mongla ($/t)",797.5,
2018,530500.01,"Sisal, Tanzania/Kenya, n° 2 & 3 long, FOB ($/t)",1987.5,
2018,530500.02,"Sisal, Tanzania/Kenya, n° 3 & UG, FOB ($/t)",1725,
2019,020100.01,"Beef, Australia/New Zealand, frozen, CIF US ports ($/kg)",4.76,
2019,030212.01,"Salmon, fresh, fish-farm bred, export price, Norway ($/kg)",6.94,
2019,030613.01,"Shrimps, brown, no. 1, shell-on, headless, Mexico ($/kg)",12.6,
2019,080300.01,"Bananas, Central and South America, FOT, US import price ($/kg)",1.14,
2019,090100.01,"Coffee, Colombian mild Arabicas, ex-dock US (¢/lb.)",137.06,
2019,090100.02,"Coffee, Brazilian and other natural Arabicas, ex-dock USA (¢/lb.)",100.06,
2019,090100.03,"Coffee, other mild Arabicas, ex-dock US (¢/lb.)",137.45,
2019,090100.04,"Coffee, other mild Arabicas, ex-dock EU (¢/lb.)",125.52,
2019,090100.05,"Coffee, Robustas, ex-dock US (¢/lb.)",80.05,
2019,090100.06,"Coffee, Robustas, ex-dock EU (¢/lb.)",72.15,
2019,090200.01,"Tea, Kenya Mombasa/Nairobi, auction price ($/kg)",2.2,
2019,100100.01,"Wheat, United States, n° 2 Hard Red Winter (ordinary), FOB Gulf ($/t)",219.8,
2019,100100.02,"Wheat, Argentina, Trigo Pan, Up River, FOB ($/t)",227.81,
2019,100500.01,"Maize, Argentina, Rosario, Up River, FOB ($/t)",165.14,
2019,100500.02,"Maize, United States, n° 3 yellow, FOB Gulf ($/t)",176.21,
2019,100600.01,"Rice, Thailand, white milled, 5% broken, export price, FOB ($/t)",418,
2019,120100.01,"Soybeans, in bulk, United States, n° 2 yellow, CIF Rotterdam ($/t)",368.94,
2019,120810.01,"Soybean meal, in bulk, 45/46% protein, Hamburg FOB ex-mill ($/t)",347.02,
2019,150710.01,"Soybean oil, in bulk, Netherlands, FOB ex-mill ($/t)",765.44,
2019,150810.01,"Groundnut oil, in bulk, any origin, CIF Rotterdam ($/t)",1407.37,
2019,151110.01,"Palm oil, in bulk, Malaysia/Indonesia, 5% FFA, CIF ($/t)",601.29,
2019,151211.01,"Sunflower oil, in bulk, European Union, FOB N.W. European ports ($/t)",741.1,
2019,151311.01,"Coconut oil, in bulk, Philippines/Indonesia, CIF Rotterdam ($/t)",735.65,
2019,151321.01,"Palm kernel oil, in bulk, Malaysia/Indonesia, CIF Rotterdam ($/t)",665.39,
2019,170100.01,"Sugar, average of I.S.A. daily prices, FOB & Stowed, in bulk, Caribbean ports (¢/lb.)",12.74,
2019,180100.01,"Cocoa beans, average daily prices New York/London (¢/lb.)",106.17,
2019,230120.01,"Fish meal, in bulk, 64/65% protein, FCA, Bremen ($/t)",1447.98,
2019,240100.01,"Tobacco, unmanufactured, US import unit value  ($/t)",4578.65,
2019,251000.01,"Phosphate rock, Khouribga, 70% BPL, contract, FAS Casablanca ($/t)",87.95,
2019,260800.02,"Zinc, Prime Western, delivered, North America (¢/lb.)",124.13,
2019,270900.01,"Crude oil, UK Brent, light blend API 38°, spot price, FOB UK ports ($/barrel)",64.03,
2019,270900.02,"Crude oil, Dubai, medium, Fateh API 32°, spot price, FOB Dubai ($/barrel)",63.17,
2019,271100.01,"Natural gas, index, Europe, United States and Japan (2010=100)",61.16,
2019,400100.01,"Rubber, TSR 20, New York CIF ($/t)",1662.17,
2019,400100.02,"Rubber, RSS n°3, Singapore Commodity Exchange, 1st contract (¢/kg)",164.03,
2019,440122.01,"Non-coniferous woods, UK import price index, dollar equivalent (2010=100)",113.28,
2019,440300.01,"Tropical logs, Sapele, high quality (loyal and marchand), FOB, Cameroon ($/m3)",391.91,
2019,440300.02,"Tropical logs, Okoume (60% CI, 40% CE, 20% CS), West Africa, FOB ($/m3)",246.29,
2019,440700.01,"Sawnwood, Dark Red Meranti, Malaysia, CFR plus commission, UK ($/m3)",695.88,
2019,441200.01,"Plywood, Africa & SE Asia, Lauan, 3-ply, 91cmx182cmx4mm, wholesale Tokyo (¢/sheet)",500.93,
2019,510100.03,"Fine wool, 19 Micron, AWEX auction price, Australia ($/t)",14183.23,
2019,530300.01,"Jute, Bangladesh, BWD, FOB Mongla ($/t)",809.16,
2019,530500.01,"Sisal, Tanzania/Kenya, n° 2 & 3 long, FOB ($/t)",2018.75,
2019,530500.02,"Sisal, Tanzania/Kenya, n° 3 & UG, FOB ($/t)",1750,
